D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_25_323.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_25_323.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_25_323.jpg, -0.1985999, 1, 0, 11.66158
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_25_430.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_25_430.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_25_430.jpg, -0.5008436, 1, 0, 12.55713
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_25_533.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_25_533.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_25_533.jpg, -0.3787424, 1, 0, 13.8046
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_25_639.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_25_639.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_25_639.jpg, -0.05959218, 1, 0, 14.93438
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_25_745.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_25_745.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_25_745.jpg, -0.1395939, 1, 0, 15.91804
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_25_853.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_25_853.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_25_853.jpg, -0.4898538, 1, 0, 17.09597
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_25_960.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_25_960.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_25_960.jpg, -0.408297, 1, 0, 18.09491
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_26_063.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_26_063.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_26_063.jpg, -0.09919108, 1, 0, 19.0916
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_26_168.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_26_168.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_26_168.jpg, -0.120522, 1, 0, 20.14175
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_26_276.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_26_276.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_26_276.jpg, -0.3177903, 1, 0, 21.28308
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_26_382.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_26_382.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_26_382.jpg, -0.02502931, 1, 0, 22.25552
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_26_490.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_26_490.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_26_490.jpg, 0, 1, 0, 23.24681
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_26_597.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_26_597.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_26_597.jpg, -0.0702108, 1, 0, 24.4092
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_26_700.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_26_700.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_26_700.jpg, -0.3562764, 1, 0, 25.30427
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_26_801.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_26_801.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_26_801.jpg, -0.4081758, 1, 0, 26.10577
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_26_904.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_26_904.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_26_904.jpg, -0.109425, 1, 0, 27.05555
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_27_004.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_27_004.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_27_004.jpg, 0, 1, 0, 27.97511
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_27_110.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_27_110.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_27_110.jpg, 0, 1, 0, 28.89936
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_27_213.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_27_213.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_27_213.jpg, 0.1306971, 1, 0, 29.9906
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_27_319.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_27_319.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_27_319.jpg, 0.2454042, 1, 0, 30.17894
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_27_426.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_27_426.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_27_426.jpg, 0, 1, 0, 30.18846
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_27_534.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_27_534.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_27_534.jpg, -0.1233876, 1, 0, 30.18295
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_27_640.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_27_640.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_27_640.jpg, -0.418563, 1, 0, 30.14869
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_27_746.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_27_746.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_27_746.jpg, -0.2546042, 1, 0, 30.18888
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_27_853.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_27_853.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_27_853.jpg, 0, 1, 0, 30.18776
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_27_956.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_27_956.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_27_956.jpg, 0, 1, 0, 30.18997
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_28_062.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_28_062.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_28_062.jpg, 0, 1, 0, 30.19028
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_28_169.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_28_169.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_28_169.jpg, 0, 1, 0, 30.19033
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_28_277.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_28_277.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_28_277.jpg, 0, 1, 0, 30.19032
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_28_382.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_28_382.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_28_382.jpg, -0.2886759, 1, 0, 30.16975
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_28_487.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_28_487.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_28_487.jpg, -0.2388765, 1, 0, 30.18701
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_28_588.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_28_588.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_28_588.jpg, 0, 1, 0, 30.18706
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_28_695.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_28_695.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_28_695.jpg, 0, 1, 0, 30.19011
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_28_806.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_28_806.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_28_806.jpg, 0, 1, 0, 30.19029
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_28_914.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_28_914.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_28_914.jpg, 0, 1, 0, 30.1903
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_29_022.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_29_022.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_29_022.jpg, -0.1854543, 1, 0, 30.18117
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_29_124.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_29_124.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_29_124.jpg, -0.4883856, 1, 0, 30.14368
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_29_228.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_29_228.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_29_228.jpg, -0.1759737, 1, 0, 30.19277
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_29_338.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_29_338.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_29_338.jpg, 0, 1, 0, 30.18882
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_29_439.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_29_439.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_29_439.jpg, 0, 1, 0, 30.19075
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_29_541.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_29_541.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_29_541.jpg, 0.1235751, 1, 0, 30.18494
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_29_649.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_29_649.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_29_649.jpg, 0.1238346, 1, 0, 30.18884
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_29_758.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_29_758.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_29_758.jpg, 0, 1, 0, 30.18995
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_29_865.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_29_865.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_29_865.jpg, 0, 1, 0, 30.19025
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_29_968.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_29_968.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_29_968.jpg, 0, 1, 0, 30.19029
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_30_073.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_30_073.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_30_073.jpg, -0.3125499, 1, 0, 30.16656
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_30_181.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_30_181.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_30_181.jpg, -0.2849991, 1, 0, 30.18552
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_30_280.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_30_280.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_30_280.jpg, 0, 1, 0, 30.18704
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_30_386.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_30_386.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_30_386.jpg, 0, 1, 0, 30.18975
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_30_493.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_30_493.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_30_493.jpg, 0, 1, 0, 30.19027
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_30_600.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_30_600.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_30_600.jpg, 0, 1, 0, 30.19031
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_30_706.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_30_706.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_30_706.jpg, 0, 1, 0, 30.19028
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_30_815.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_30_815.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_30_815.jpg, 0, 1, 0, 30.19028
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_30_922.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_30_922.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_30_922.jpg, 0, 1, 0, 30.19032
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_31_032.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_31_032.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_31_032.jpg, 0, 1, 0, 30.19017
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_31_141.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_31_141.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_31_141.jpg, -0.0340146, 1, 0, 30.19006
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_31_246.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_31_246.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_31_246.jpg, -0.3179955, 1, 0, 30.16724
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_31_349.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_31_349.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_31_349.jpg, -0.3389151, 1, 0, 30.17909
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_31_455.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_31_455.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_31_455.jpg, 0, 1, 0, 30.1864
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_31_563.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_31_563.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_31_563.jpg, 0, 1, 0, 30.18984
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_31_668.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_31_668.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_31_668.jpg, 0, 1, 0, 30.19023
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_31_773.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_31_773.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_31_773.jpg, -0.3148617, 1, 0, 30.16783
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_31_881.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_31_881.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_31_881.jpg, -0.3406209, 1, 0, 30.18139
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_31_992.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_31_992.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_31_992.jpg, -0.007875651, 1, 0, 30.18654
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_32_092.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_32_092.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_32_092.jpg, 0, 1, 0, 30.18977
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_32_204.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_32_204.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_32_204.jpg, 0.0781557, 1, 0, 30.18766
D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\center_2025_02_25_13_15_32_315.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\left_2025_02_25_13_15_32_315.jpg, D:\Courses\NTI_ETA\Final Project\simulator-windows-64\IMG\right_2025_02_25_13_15_32_315.jpg, 0.4511841, 1, 0, 30.1452
